id,ch,title,time,date
6502,SUPER ACTION,애플시드 알파:인류최후의 희망,22:30:00,2016-06-27
6503,SUPER ACTION,컴퍼니 오브 히어로즈,00:00:00,2016-06-26
6504,SUPER ACTION,어우동:주인 없는 꽃,02:00:00,2016-06-26
6505,SUPER ACTION,조셉 고든 레빗의 69채널,03:50:00,2016-06-26
6506,SUPER ACTION,골드 시나,05:40:00,2016-06-26
6507,SUPER ACTION,라스트 에어벤더,07:50:00,2016-06-26
6508,SUPER ACTION,무비 버스터즈,09:50:00,2016-06-26
6509,SUPER ACTION,7번방의 선물,11:10:00,2016-06-26
6510,SUPER ACTION,바빌론 A.D.,13:40:00,2016-06-26
6511,SUPER ACTION,다크 나이트,15:40:00,2016-06-26
6512,SUPER ACTION,라스트 캐슬,18:30:00,2016-06-26
6513,SUPER ACTION,바빌론 A.D.,21:00:00,2016-06-26
6514,SUPER ACTION,이블데드,23:00:00,2016-06-26
6515,SUPER ACTION,프라이트 나이트2,00:00:00,2016-06-25
6516,SUPER ACTION,힐즈 아이즈2,02:00:00,2016-06-25
6517,SUPER ACTION,캔디 케인2:데드 어헤드,03:30:00,2016-06-25
6518,SUPER ACTION,"신혼부부, 러브다이어리",05:10:00,2016-06-25
6519,SUPER ACTION,주온:끝의 시작,06:20:00,2016-06-25
6520,SUPER ACTION,권순분여사 납치사건,08:10:00,2016-06-25
6521,SUPER ACTION,주성치의 장강7호,10:30:00,2016-06-25
6522,SUPER ACTION,워 호스,12:10:00,2016-06-25
6523,SUPER ACTION,라스트 에어벤더,15:00:00,2016-06-25
6524,SUPER ACTION,딥 블루 씨,17:00:00,2016-06-25
6525,SUPER ACTION,마지막 군단,18:50:00,2016-06-25
6526,SUPER ACTION,브레이브 하트,20:40:00,2016-06-25
6527,SUPER ACTION,테이킹 라이브즈,00:00:00,2016-06-24
6528,SUPER ACTION,울트라바이올렛,01:00:00,2016-06-24
6529,SUPER ACTION,에일리언 비키니,02:30:00,2016-06-24
6530,SUPER ACTION,캐리비안의 해적:블랙 펄의 저주,03:50:00,2016-06-24
6531,SUPER ACTION,모비딕,06:10:00,2016-06-24
6532,SUPER ACTION,완득이,08:30:00,2016-06-24
6533,SUPER ACTION,스웹트 어웨이,10:30:00,2016-06-24
6534,SUPER ACTION,포스트맨,12:20:00,2016-06-24
6535,SUPER ACTION,무방비 도시,15:40:00,2016-06-24
6536,SUPER ACTION,메리다와 마법의 숲,18:00:00,2016-06-24
6537,SUPER ACTION,해운대,19:40:00,2016-06-24
6538,SUPER ACTION,프라이트 나이트,22:00:00,2016-06-24
6539,SUPER ACTION,울프,00:00:00,2016-06-23
6540,SUPER ACTION,공정사회,02:20:00,2016-06-23
6541,SUPER ACTION,아이돌이 너무해,03:40:00,2016-06-23
6542,SUPER ACTION,내 마음의 풍금,05:20:00,2016-06-23
6543,SUPER ACTION,챔프,07:30:00,2016-06-23
6544,SUPER ACTION,아내가 결혼했다,10:10:00,2016-06-23
6545,SUPER ACTION,랑야방:권력의 기록,12:30:00,2016-06-23
6546,SUPER ACTION,트루먼 쇼,14:20:00,2016-06-23
6547,SUPER ACTION,CSI MIAMI 시즌7,16:20:00,2016-06-23
6548,SUPER ACTION,폼페이:최후의 날,21:00:00,2016-06-23
6549,SUPER ACTION,테이킹 라이브즈,23:00:00,2016-06-23
6550,SUPER ACTION,하드 콥스,00:40:00,2016-06-22
6551,SUPER ACTION,화벽,02:40:00,2016-06-22
6552,SUPER ACTION,히든카드,04:50:00,2016-06-22
6553,SUPER ACTION,창문넘어 도망친 100세 노인,06:30:00,2016-06-22
6554,SUPER ACTION,이지A,08:40:00,2016-06-22
6555,SUPER ACTION,미트 더 스파르탄,10:20:00,2016-06-22
6556,SUPER ACTION,랑야방:권력의 기록,11:50:00,2016-06-22
6557,SUPER ACTION,호스티지,13:50:00,2016-06-22
6558,SUPER ACTION,CSI MIAMI 시즌7,16:00:00,2016-06-22
6559,SUPER ACTION,링컨 차를 타는 변호사,19:40:00,2016-06-22
6560,SUPER ACTION,DC 레전드 오브 투모로우,22:00:00,2016-06-22
6561,SUPER ACTION,조나 헥스,00:20:00,2016-06-21
6562,SUPER ACTION,죽여줘! 제니퍼,01:40:00,2016-06-21
6563,SUPER ACTION,갈증,03:30:00,2016-06-21
6564,SUPER ACTION,무방비 도시,05:30:00,2016-06-21
6565,SUPER ACTION,"그 시절, 우리가 좋아했던 소녀",07:40:00,2016-06-21
6566,SUPER ACTION,사물의 비밀,09:50:00,2016-06-21
6567,SUPER ACTION,랑야방:권력의 기록,11:50:00,2016-06-21
6568,SUPER ACTION,권순분여사 납치사건,13:50:00,2016-06-21
6569,SUPER ACTION,NCIS:LA 시즌5,16:00:00,2016-06-21
6570,SUPER ACTION,의형제,20:40:00,2016-06-21
6571,SUPER ACTION,히든카드,23:00:00,2016-06-21
6572,SUPER ACTION,컨뎀드,00:00:00,2016-06-20
6573,SUPER ACTION,트로픽 썬더,01:10:00,2016-06-20
6574,SUPER ACTION,모비딕,03:00:00,2016-06-20
6575,SUPER ACTION,더 파이브,05:00:00,2016-06-20
6576,SUPER ACTION,노브레싱,07:20:00,2016-06-20
6577,SUPER ACTION,결혼전야,09:30:00,2016-06-20
6578,SUPER ACTION,랑야방:권력의 기록,11:50:00,2016-06-20
6579,SUPER ACTION,리치 리치,13:40:00,2016-06-20
6580,SUPER ACTION,NCIS:LA 시즌5,15:30:00,2016-06-20
6581,SUPER ACTION,쓰리데이즈 투 킬,20:10:00,2016-06-20
6582,SUPER ACTION,더 콜,22:30:00,2016-06-20
6583,SUPER ACTION,토카레브:분노의 추격자,00:20:00,2016-06-19
6584,SUPER ACTION,스테이크 랜드,02:10:00,2016-06-19
6585,SUPER ACTION,신밧드와 미노타우르스의 대결전,04:00:00,2016-06-19
6586,SUPER ACTION,저지 드레드,05:30:00,2016-06-19
6587,SUPER ACTION,이온플럭스,07:10:00,2016-06-19
6588,SUPER ACTION,베이비 데이 아웃,08:50:00,2016-06-19
6589,SUPER ACTION,무비 버스터즈,10:50:00,2016-06-19
6590,SUPER ACTION,아르고,12:00:00,2016-06-19
6591,SUPER ACTION,오즈 그레이트 앤드 파워풀,14:20:00,2016-06-19
6592,SUPER ACTION,헬로우 고스트,16:50:00,2016-06-19
6593,SUPER ACTION,이온플럭스,19:00:00,2016-06-19
6594,SUPER ACTION,아르고,20:40:00,2016-06-19
6595,SUPER ACTION,컨뎀드,23:00:00,2016-06-19
6596,SUPER ACTION,드림캐쳐,00:20:00,2016-06-18
6597,SUPER ACTION,테러 익스페리먼트,02:50:00,2016-06-18
6598,SUPER ACTION,요괴도시,04:20:00,2016-06-18
6599,SUPER ACTION,설녀,06:00:00,2016-06-18
6600,SUPER ACTION,에반게리온Q,07:00:00,2016-06-18
6601,SUPER ACTION,데스 센텐스,08:50:00,2016-06-18
6602,SUPER ACTION,조조-황제의 반란,11:00:00,2016-06-18
6603,SUPER ACTION,론 서바이버,13:00:00,2016-06-18
6604,SUPER ACTION,락아웃:익스트림 미션,15:30:00,2016-06-18
6605,SUPER ACTION,뱀파이어 탐정,17:20:00,2016-06-18
6606,SUPER ACTION,딥 라이징,18:30:00,2016-06-18
6607,SUPER ACTION,오즈 그레이트 앤드 파워풀,20:30:00,2016-06-18
6608,SUPER ACTION,38 사기동대,23:00:00,2016-06-18
6609,SUPER ACTION,나쁜 녀석들2,00:20:00,2016-06-17
6610,SUPER ACTION,트리플 X2:넥스트 레벨,03:00:00,2016-06-17
6611,SUPER ACTION,건,04:40:00,2016-06-17
6612,SUPER ACTION,비밀리애,06:10:00,2016-06-17
6613,SUPER ACTION,엽기적인 그녀,07:10:00,2016-06-17
6614,SUPER ACTION,푸른 산호초,10:00:00,2016-06-17
6615,SUPER ACTION,제5원소,12:00:00,2016-06-17
6616,SUPER ACTION,캐리비안의 해적3:세상의 끝에서,14:30:00,2016-06-17
6617,SUPER ACTION,아마겟돈,17:30:00,2016-06-17
6618,SUPER ACTION,박수건달,20:20:00,2016-06-17
6619,SUPER ACTION,38 사기동대,23:00:00,2016-06-17
6620,SUPER ACTION,추격,00:00:00,2016-06-16
6621,SUPER ACTION,니키타,01:30:00,2016-06-16
6622,SUPER ACTION,화피2,03:40:00,2016-06-16
6623,SUPER ACTION,리미트리스,06:00:00,2016-06-16
6624,SUPER ACTION,킹스 스피치,08:00:00,2016-06-16
6625,SUPER ACTION,신들의 전쟁,10:10:00,2016-06-16
6626,SUPER ACTION,나는 전설이다,12:10:00,2016-06-16
6627,SUPER ACTION,매드맥스3,14:10:00,2016-06-16
6628,SUPER ACTION,CSI MIAMI 시즌7,16:10:00,2016-06-16
6629,SUPER ACTION,나는 전설이다,20:00:00,2016-06-16
6630,SUPER ACTION,블레이드,22:00:00,2016-06-16
6631,SUPER ACTION,엑스맨2,00:10:00,2016-06-15
6632,SUPER ACTION,렛츠 비 캅스,01:20:00,2016-06-15
6633,SUPER ACTION,불신지옥,03:20:00,2016-06-15
6634,SUPER ACTION,마법의 성,05:10:00,2016-06-15
6635,SUPER ACTION,애프터 라이프,07:10:00,2016-06-15
6636,SUPER ACTION,"서른아홉, 열아홉",09:10:00,2016-06-15
6637,SUPER ACTION,엑스맨,11:00:00,2016-06-15
6638,SUPER ACTION,엑스맨2,13:00:00,2016-06-15
6639,SUPER ACTION,CSI MIAMI 시즌7,15:20:00,2016-06-15
6640,SUPER ACTION,국가대표,19:10:00,2016-06-15
6641,SUPER ACTION,DC 레전드 오브 투모로우,22:00:00,2016-06-15
6642,SUPER ACTION,카운슬러,00:20:00,2016-06-14
6643,SUPER ACTION,올드보이,01:10:00,2016-06-14
6644,SUPER ACTION,늑대인간:더 오리지널,03:10:00,2016-06-14
6645,SUPER ACTION,천재 사기꾼 돈:세상을 속여라,04:40:00,2016-06-14
6646,SUPER ACTION,그대를 사랑합니다,07:10:00,2016-06-14
6647,SUPER ACTION,실버라이닝 플레이북,09:30:00,2016-06-14
6648,SUPER ACTION,스카이 하이,11:50:00,2016-06-14
6649,SUPER ACTION,21,13:40:00,2016-06-14
6650,SUPER ACTION,NCIS:LA 시즌5,16:10:00,2016-06-14
6651,SUPER ACTION,엑스맨,21:00:00,2016-06-14
6652,SUPER ACTION,엑스맨2,23:00:00,2016-06-14
6653,SUPER ACTION,블러드 다이아몬드,00:20:00,2016-06-13
6654,SUPER ACTION,갱스터 스쿼드,01:40:00,2016-06-13
6655,SUPER ACTION,님포매니악 Vol.1,03:40:00,2016-06-13
6656,SUPER ACTION,리크루트,05:30:00,2016-06-13
6657,SUPER ACTION,에이리언 VS 프레데터2,07:40:00,2016-06-13
6658,SUPER ACTION,식스데이 세븐나잇,09:30:00,2016-06-13
6659,SUPER ACTION,골드 시나,11:30:00,2016-06-13
6660,SUPER ACTION,레스큐 돈,13:50:00,2016-06-13
6661,SUPER ACTION,NCIS:LA 시즌5,16:10:00,2016-06-13
6662,SUPER ACTION,극락도 살인사건,20:50:00,2016-06-13
6663,SUPER ACTION,카운슬러,23:00:00,2016-06-13
6664,SUPER ACTION,어거스트 에이트,00:10:00,2016-06-12
6665,SUPER ACTION,울트라바이올렛,01:30:00,2016-06-12
6666,SUPER ACTION,플래시드,03:10:00,2016-06-12
6667,SUPER ACTION,비상계엄,04:40:00,2016-06-12
6668,SUPER ACTION,엑스맨3:최후의 전쟁,06:40:00,2016-06-12
6669,SUPER ACTION,무비 버스터즈,08:40:00,2016-06-12
6670,SUPER ACTION,트로이,10:00:00,2016-06-12
6671,SUPER ACTION,글래디에이터,13:00:00,2016-06-12
6672,SUPER ACTION,킹 아더,16:00:00,2016-06-12
6673,SUPER ACTION,킹덤 오브 헤븐,18:20:00,2016-06-12
6674,SUPER ACTION,엑스맨3:최후의 전쟁,21:00:00,2016-06-12
6675,SUPER ACTION,블러드 다이아몬드,23:00:00,2016-06-12
6676,SUPER ACTION,에이리언2,00:20:00,2016-06-11
6677,SUPER ACTION,에이리언3,03:00:00,2016-06-11
6678,SUPER ACTION,에이리언4,05:00:00,2016-06-11
6679,SUPER ACTION,캡틴하록 3D,06:50:00,2016-06-11
6680,SUPER ACTION,헬로우 고스트,09:00:00,2016-06-11
6681,SUPER ACTION,프레데터스,11:10:00,2016-06-11
6682,SUPER ACTION,핸콕,13:10:00,2016-06-11
6683,SUPER ACTION,더 록,15:00:00,2016-06-11
6684,SUPER ACTION,뱀파이어 탐정,17:40:00,2016-06-11
6685,SUPER ACTION,콜롬비아나,18:50:00,2016-06-11
6686,SUPER ACTION,프레데터스,21:00:00,2016-06-11
6687,SUPER ACTION,어거스트 에이트,23:00:00,2016-06-11
6688,SUPER ACTION,다크 트루스,00:50:00,2016-06-10
6689,SUPER ACTION,개들의 전쟁,02:50:00,2016-06-10
6690,SUPER ACTION,갈증,04:30:00,2016-06-10
6691,SUPER ACTION,맹룡과강,06:30:00,2016-06-10
6692,SUPER ACTION,마당을 나온 암탉,08:30:00,2016-06-10
6693,SUPER ACTION,연애의 목적,10:20:00,2016-06-10
6694,SUPER ACTION,내 이름은 칸,12:40:00,2016-06-10
6695,SUPER ACTION,그루지 매치,15:40:00,2016-06-10
6696,SUPER ACTION,포세이돈,17:50:00,2016-06-10
6697,SUPER ACTION,거북이 달린다,19:40:00,2016-06-10
6698,SUPER ACTION,에이리언,22:00:00,2016-06-10
6699,SUPER ACTION,이머고,00:00:00,2016-06-09
6700,SUPER ACTION,무서운 이야기2,01:20:00,2016-06-09
6701,SUPER ACTION,극락도 살인사건,03:10:00,2016-06-09
6702,SUPER ACTION,배꼽,05:00:00,2016-06-09
6703,SUPER ACTION,오프라인,06:30:00,2016-06-09
6704,SUPER ACTION,열한시,07:50:00,2016-06-09
6705,SUPER ACTION,젠틀맨리그,09:50:00,2016-06-09
6706,SUPER ACTION,바디 오브 라이즈,11:50:00,2016-06-09
6707,SUPER ACTION,파이어:테러와의 전쟁,14:20:00,2016-06-09
6708,SUPER ACTION,엘리멘트리 시즌3,16:10:00,2016-06-09
6709,SUPER ACTION,핸콕,20:40:00,2016-06-09
6710,SUPER ACTION,바디 오브 라이즈,22:30:00,2016-06-09
6711,SUPER ACTION,힐즈 아이즈2,00:20:00,2016-06-08
6712,SUPER ACTION,나이트메어,02:00:00,2016-06-08
6713,SUPER ACTION,살인캠프,03:40:00,2016-06-08
6714,SUPER ACTION,어거스트 에이트,05:10:00,2016-06-08
6715,SUPER ACTION,패션왕,07:30:00,2016-06-08
6716,SUPER ACTION,락 오브 에이지,09:50:00,2016-06-08
6717,SUPER ACTION,모비딕,12:10:00,2016-06-08
6718,SUPER ACTION,패스트&퓨리어스:도쿄 드리프트,14:20:00,2016-06-08
6719,SUPER ACTION,엘리멘트리 시즌3,16:10:00,2016-06-08
6720,SUPER ACTION,젠틀맨리그,20:00:00,2016-06-08
6721,SUPER ACTION,DC 레전드 오브 투모로우,22:00:00,2016-06-08
6722,SUPER ACTION,친절한 금자씨,00:10:00,2016-06-07
6723,SUPER ACTION,필스,02:10:00,2016-06-07
6724,SUPER ACTION,링컨:뱀파이어 헌터,04:00:00,2016-06-07
6725,SUPER ACTION,천녀유혼,05:40:00,2016-06-07
6726,SUPER ACTION,화양:당대최고수전,07:30:00,2016-06-07
6727,SUPER ACTION,사랑과 전쟁:극장판,10:00:00,2016-06-07
6728,SUPER ACTION,매드맥스3,11:50:00,2016-06-07
6729,SUPER ACTION,그린 호넷,13:50:00,2016-06-07
6730,SUPER ACTION,CSI 시즌12,16:00:00,2016-06-07
6731,SUPER ACTION,마린보이,19:40:00,2016-06-07
6732,SUPER ACTION,스타쉽 트루퍼스,22:00:00,2016-06-07
6733,SUPER ACTION,다크 나이트,00:30:00,2016-06-06
6734,SUPER ACTION,식스 블릿츠,01:40:00,2016-06-06
6735,SUPER ACTION,녹색 의자,03:50:00,2016-06-06
6736,SUPER ACTION,프레데터2,05:30:00,2016-06-06
6737,SUPER ACTION,다이하드3,07:30:00,2016-06-06
6738,SUPER ACTION,미이라2,09:50:00,2016-06-06
6739,SUPER ACTION,다크 나이트,12:10:00,2016-06-06
6740,SUPER ACTION,트랜스포터3:라스트미션,15:00:00,2016-06-06
6741,SUPER ACTION,워 호스,17:00:00,2016-06-06
6742,SUPER ACTION,의형제,19:40:00,2016-06-06
6743,SUPER ACTION,링컨:뱀파이어 헌터,22:00:00,2016-06-06
6744,SUPER ACTION,부당거래,00:20:00,2016-06-05
6745,SUPER ACTION,드래곤 에이지,02:30:00,2016-06-05
6746,SUPER ACTION,붉은 바캉스 검은 웨딩,04:00:00,2016-06-05
6747,SUPER ACTION,"좋은 놈, 나쁜 놈, 이상한 놈",05:20:00,2016-06-05
6748,SUPER ACTION,엘렉트라,07:50:00,2016-06-05
6749,SUPER ACTION,무비 버스터즈,09:40:00,2016-06-05
6750,SUPER ACTION,밴티지 포인트,11:00:00,2016-06-05
6751,SUPER ACTION,미이라2,12:40:00,2016-06-05
6752,SUPER ACTION,다이하드3,15:10:00,2016-06-05
6753,SUPER ACTION,타이거 마운틴,17:30:00,2016-06-05
6754,SUPER ACTION,수퍼맨 리턴즈,20:10:00,2016-06-05
6755,SUPER ACTION,다크 나이트,23:00:00,2016-06-05
6756,SUPER ACTION,파이널 데스티네이션5,00:00:00,2016-06-04
6757,SUPER ACTION,악마의 놀이터,01:40:00,2016-06-04
6758,SUPER ACTION,스테이크 랜드,03:30:00,2016-06-04
6759,SUPER ACTION,설녀,05:10:00,2016-06-04
6760,SUPER ACTION,내 연애의 기억,06:10:00,2016-06-04
6761,SUPER ACTION,미스터 고,08:00:00,2016-06-04
6762,SUPER ACTION,화벽,10:30:00,2016-06-04
6763,SUPER ACTION,상하이 눈,13:00:00,2016-06-04
6764,SUPER ACTION,13번째 전사,15:00:00,2016-06-04
6765,SUPER ACTION,뱀파이어 탐정,17:00:00,2016-06-04
6766,SUPER ACTION,모범시민,18:10:00,2016-06-04
6767,SUPER ACTION,엘렉트라,20:10:00,2016-06-04
6768,SUPER ACTION,블레이드,22:00:00,2016-06-04
6769,SUPER ACTION,프라이트 나이트,00:00:00,2016-06-03
6770,SUPER ACTION,에반게리온Q,01:00:00,2016-06-03
6771,SUPER ACTION,푸른 산호초2,02:40:00,2016-06-03
6772,SUPER ACTION,피라냐2,04:20:00,2016-06-03
6773,SUPER ACTION,더블 팀,05:40:00,2016-06-03
6774,SUPER ACTION,가문의 위기,07:20:00,2016-06-03
6775,SUPER ACTION,굿 럭 척,09:30:00,2016-06-03
6776,SUPER ACTION,21,11:30:00,2016-06-03
6777,SUPER ACTION,해프닝,14:00:00,2016-06-03
6778,SUPER ACTION,죠스,15:30:00,2016-06-03
6779,SUPER ACTION,테이크 다운,17:50:00,2016-06-03
6780,SUPER ACTION,말죽거리 잔혹사,19:40:00,2016-06-03
6781,SUPER ACTION,스크림 4G,22:00:00,2016-06-03
6782,SUPER ACTION,렛츠 비 캅스,00:00:00,2016-06-02
6783,SUPER ACTION,화차,01:50:00,2016-06-02
6784,SUPER ACTION,에일리언 비키니,03:50:00,2016-06-02
6785,SUPER ACTION,비밀리애,05:10:00,2016-06-02
6786,SUPER ACTION,차형사,06:10:00,2016-06-02
6787,SUPER ACTION,촉산전,08:10:00,2016-06-02
6788,SUPER ACTION,미트 더 스파르탄,10:10:00,2016-06-02
6789,SUPER ACTION,미이라,11:40:00,2016-06-02
6790,SUPER ACTION,레퀴엠 포 어 킬러,14:00:00,2016-06-02
6791,SUPER ACTION,본즈 시즌10,15:50:00,2016-06-02
6792,SUPER ACTION,미이라,20:40:00,2016-06-02
6793,SUPER ACTION,프라이트 나이트,23:00:00,2016-06-02
6794,SUPER ACTION,울트라바이올렛,00:50:00,2016-06-01
6795,SUPER ACTION,사이비,02:30:00,2016-06-01
6796,SUPER ACTION,사이버러버,04:10:00,2016-06-01
6797,SUPER ACTION,파프리카,05:10:00,2016-06-01
6798,SUPER ACTION,샤크 나이트 3D,06:50:00,2016-06-01
6799,SUPER ACTION,슈렉 포에버,08:20:00,2016-06-01
6800,SUPER ACTION,마법사의 제자,10:00:00,2016-06-01
6801,SUPER ACTION,써커 펀치,12:00:00,2016-06-01
6802,SUPER ACTION,코요테 어글리,14:10:00,2016-06-01
6803,SUPER ACTION,본즈 시즌10,16:00:00,2016-06-01
6804,SUPER ACTION,나잇 앤 데이,19:50:00,2016-06-01
6805,SUPER ACTION,DC 레전드 오브 투모로우,22:00:00,2016-06-01
6806,SUPER ACTION,모비딕,00:50:00,2016-05-31
6807,SUPER ACTION,콘 에어,03:00:00,2016-05-31
6808,SUPER ACTION,황비홍,05:00:00,2016-05-31
6809,SUPER ACTION,유치원에 간 사나이,07:40:00,2016-05-31
6810,SUPER ACTION,실버라이닝 플레이북,10:00:00,2016-05-31
6811,SUPER ACTION,슈렉 포에버,12:20:00,2016-05-31
6812,SUPER ACTION,써커 펀치,14:00:00,2016-05-31
6813,SUPER ACTION,CSI 시즌12,16:10:00,2016-05-31
6814,SUPER ACTION,타이타닉,21:00:00,2016-05-31
6815,SUPER ACTION,잭 라이언:코드네임 쉐도우,00:00:00,2016-05-30
6816,SUPER ACTION,갈증,01:00:00,2016-05-30
6817,SUPER ACTION,캐치 헬,03:20:00,2016-05-30
6818,SUPER ACTION,처키의 신부,05:00:00,2016-05-30
6819,SUPER ACTION,홍길동의 후예,06:40:00,2016-05-30
6820,SUPER ACTION,미스체인지,09:00:00,2016-05-30
6821,SUPER ACTION,잭 라이언:코드네임 쉐도우,11:00:00,2016-05-30
6822,SUPER ACTION,미녀 삼총사,13:00:00,2016-05-30
6823,SUPER ACTION,CSI 시즌12,15:00:00,2016-05-30
6824,SUPER ACTION,신기전,19:50:00,2016-05-30
6825,SUPER ACTION,올드보이,22:30:00,2016-05-30
6826,SUPER ACTION,알이씨4:아포칼립스,01:00:00,2016-05-29
6827,SUPER ACTION,쌍화점,01:40:00,2016-05-29
6828,SUPER ACTION,"신혼부부, 러브다이어리 2",04:10:00,2016-05-29
6829,SUPER ACTION,레스큐 돈,05:30:00,2016-05-29
6830,SUPER ACTION,스카이 하이,08:00:00,2016-05-29
6831,SUPER ACTION,무비 버스터즈,10:00:00,2016-05-29
6832,SUPER ACTION,더 라이트:악마는 있다,11:10:00,2016-05-29
6833,SUPER ACTION,제5원소,13:30:00,2016-05-29
6834,SUPER ACTION,스타워즈6:제다이의 귀환,16:00:00,2016-05-29
6835,SUPER ACTION,매드맥스2,18:40:00,2016-05-29
6836,SUPER ACTION,페르시아의 왕자:시간의 모래,20:40:00,2016-05-29
6837,SUPER ACTION,잭 라이언:코드네임 쉐도우,23:00:00,2016-05-29
6838,SUPER ACTION,프레데터,00:00:00,2016-05-28
6839,SUPER ACTION,프레데터2,02:10:00,2016-05-28
6840,SUPER ACTION,살인캠프,04:10:00,2016-05-28
6841,SUPER ACTION,슈퍼맨,05:40:00,2016-05-28
6842,SUPER ACTION,정무문,08:30:00,2016-05-28
6843,SUPER ACTION,소녀괴담,10:40:00,2016-05-28
6844,SUPER ACTION,박수건달,12:30:00,2016-05-28
6845,SUPER ACTION,스텔스,15:10:00,2016-05-28
6846,SUPER ACTION,뱀파이어 탐정,17:30:00,2016-05-28
6847,SUPER ACTION,네고시에이터,18:40:00,2016-05-28
6848,SUPER ACTION,더 라이트:악마는 있다,21:30:00,2016-05-28
6849,SUPER ACTION,알이씨4:아포칼립스,23:40:00,2016-05-28
6850,SUPER ACTION,인터내셔널,00:10:00,2016-05-27
6851,SUPER ACTION,콘 에어,01:20:00,2016-05-27
6852,SUPER ACTION,"신혼부부, 러브다이어리",03:20:00,2016-05-27
6853,SUPER ACTION,마스크 메이커,04:30:00,2016-05-27
6854,SUPER ACTION,몽타주,06:10:00,2016-05-27
6855,SUPER ACTION,라스트 스탠드,08:30:00,2016-05-27
6856,SUPER ACTION,해무,10:30:00,2016-05-27
6857,SUPER ACTION,비상계엄,12:40:00,2016-05-27
6858,SUPER ACTION,스네이크 아이즈,15:00:00,2016-05-27
6859,SUPER ACTION,파파로티,17:00:00,2016-05-27
6860,SUPER ACTION,"좋은 놈, 나쁜 놈, 이상한 놈",19:20:00,2016-05-27
6861,SUPER ACTION,딥 라이징,22:00:00,2016-05-27
6862,SUPER ACTION,살인캠프,00:00:00,2016-05-26
6863,SUPER ACTION,마이너클럽,01:40:00,2016-05-26
6864,SUPER ACTION,허밍버드,03:20:00,2016-05-26
6865,SUPER ACTION,끝과 시작,05:00:00,2016-05-26
6866,SUPER ACTION,패션왕,06:30:00,2016-05-26
6867,SUPER ACTION,결혼전야,08:50:00,2016-05-26
6868,SUPER ACTION,댄싱퀸,11:10:00,2016-05-26
6869,SUPER ACTION,이클립스,13:40:00,2016-05-26
6870,SUPER ACTION,본즈 시즌10,16:00:00,2016-05-26
6871,SUPER ACTION,리미트리스,20:50:00,2016-05-26
6872,SUPER ACTION,인터내셔널,23:00:00,2016-05-26
6873,SUPER ACTION,에이리언 VS 프레데터2,00:30:00,2016-05-25
6874,SUPER ACTION,배우는 배우다,02:30:00,2016-05-25
6875,SUPER ACTION,비밀리애,04:10:00,2016-05-25
6876,SUPER ACTION,캡틴하록3D,05:10:00,2016-05-25
6877,SUPER ACTION,리턴드,07:20:00,2016-05-25
6878,SUPER ACTION,방황하는 칼날,09:10:00,2016-05-25
6879,SUPER ACTION,점쟁이들,11:40:00,2016-05-25
6880,SUPER ACTION,노브레싱,14:00:00,2016-05-25
6881,SUPER ACTION,본즈 시즌9,16:10:00,2016-05-25
6882,SUPER ACTION,싸인 시커,20:00:00,2016-05-25
6883,SUPER ACTION,DC 레전드 오브 투모로우,22:00:00,2016-05-25
6884,SUPER ACTION,마법사의 제자,00:20:00,2016-05-24
6885,SUPER ACTION,구르믈 버서난 달처럼,01:20:00,2016-05-24
6886,SUPER ACTION,포제션:악령의 상자,03:30:00,2016-05-24
6887,SUPER ACTION,알렉스 크로스,05:10:00,2016-05-24
6888,SUPER ACTION,에이리언4,06:50:00,2016-05-24
6889,SUPER ACTION,드림캐쳐,09:00:00,2016-05-24
6890,SUPER ACTION,스피드,11:30:00,2016-05-24
6891,SUPER ACTION,다이하드3,13:50:00,2016-05-24
6892,SUPER ACTION,CSI 시즌12,16:20:00,2016-05-24
6893,SUPER ACTION,핸콕,21:10:00,2016-05-24
6894,SUPER ACTION,너스3D,23:00:00,2016-05-24
6895,SUPER ACTION,엑소시스트,00:20:00,2016-05-23
6896,SUPER ACTION,불신지옥,02:40:00,2016-05-23
6897,SUPER ACTION,붉은 바캉스 검은 웨딩,04:30:00,2016-05-23
6898,SUPER ACTION,풍운,05:50:00,2016-05-23
6899,SUPER ACTION,철마류-가두살수,08:10:00,2016-05-23
6900,SUPER ACTION,바람의 검심,10:00:00,2016-05-23
6901,SUPER ACTION,리플레이스먼트 킬러,12:40:00,2016-05-23
6902,SUPER ACTION,용쟁호투,14:20:00,2016-05-23
6903,SUPER ACTION,CSI 시즌11,16:20:00,2016-05-23
6904,SUPER ACTION,CSI 시즌12,18:10:00,2016-05-23
6905,SUPER ACTION,내셔널 트레져2,21:00:00,2016-05-23
6906,SUPER ACTION,마법사의 제자,23:20:00,2016-05-23
6907,SUPER ACTION,나이트메어,00:40:00,2016-05-22
6908,SUPER ACTION,갈증,02:30:00,2016-05-22
6909,SUPER ACTION,처키의 신부,04:40:00,2016-05-22
6910,SUPER ACTION,탈주자,06:10:00,2016-05-22
6911,SUPER ACTION,콘 에어,08:00:00,2016-05-22
6912,SUPER ACTION,무비 버스터즈,10:20:00,2016-05-22
6913,SUPER ACTION,의형제,11:30:00,2016-05-22
6914,SUPER ACTION,엔드 오브 데이즈,13:50:00,2016-05-22
6915,SUPER ACTION,압솔롬 탈출,16:10:00,2016-05-22
6916,SUPER ACTION,드래곤볼:에볼루션,18:30:00,2016-05-22
